"flags","cltxt01"
0,"Still fancy the guy I broke up with after 8 months when I was 12, now I'm 14😩😩"
0,"I hate how girls are always like ""I need to work on my summer body"". Can't we try be healthier and fitter all year round?"
10,"I'm depressed. "
0,"#preyforparis"
0,"I feel like I'm always there for people but as soon as I need anyone it's like I'm invisible. "
0,"My chargers broke so I won't be able to use this app for a while. I'll be back later to cheer all y'all up ☺️💁🏻"
0,"anyone struggling with trig ahhh I used to like math.\n"
0,"When your extended family keep asking you if you have a boyfriend but I have a girlfriend instead. #toafaridtocomeoutgay 👭 -C"
0,"I'm always conscious of what people think of me, but it's worse, I'm now worried that everyone hates me and no one actually cares 😫 "
0,"just remember that someone loves you, weather you know it or not, stay strong=�"
10,"Bigcook and littlecook.. You know who I am =\u000f"
0,"Feeling unwanted 😔"
0,"Boy, your the one I want to want me 😘🙊"
0,"Would love to just tell someone everything fifht"
0,"""Yes are blood of my blood,and bone of my bone. I give ye my body,that we two might be one. I give ye my spirit, 'till our life shall be done.""                        "
0,"I'd love to be able to curl up into a ball and die x"
0,"Do you ever feel that no one understands you? Like when you tell your friends they laugh. When you tell your parents they start an argument. But sinking your feelings is the worst😭"
0,"My ex asked me out again, don't know what to do, I love them so much but I don't want to be hurt again =\u0014"
0,"I love being demanded in sex. 😳😳😳"
0,"Everything is falling apart... We can't we just go back ! "
0,"Feeling Grateful"
0,"My ex-boyfriend today has a horrible accident and has been taken to hospital and everyone thinks i still like him just because i went and helped him in the medical room! It's only because i care.."
0,"Mood changes so quickly 😔"
0,"I don't want to go back to school :("
0,"Know one knows what I did"
0,"That moment when Seun messages me and I'm all screaming and Happy and shit and my fiancé is just like, ""What the Fuck is wrong with you?!""\nXD"
0,"should I end all my pain?"
0,"When your mum say she wishers i wasnt born i just want to kill myself "
0,"Completely fed up with life and people's bullshit😒 already have enough do deal with "
0,"Life is so fucking depressing!!! How can life be beautiful? =\r=\u0018=\u0013=\u0013 "
0,"A friend breakup is worse then a real breakup"
0,"Generally feel like everyone just hates me tbh."
0,"My sister tragically died in a car accident last year and she was an organ donor. Today I met the recipient who got her heart. I heard her heart for the first since she died. It felt so peaceful "
0,"I always mess up its NEVER his fault =-=-=-=-=-=-=-=-=-=-=-=-=-=- why do i do this ?! well done. well fucking done. UGH!! =\u0013"
0,"I'm done. "
0,"I don't want to panic and have to ask someone to look after me, yet I also long to have someone be with me and listen to me without having to talk"
0,"Ryan is an asshole😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊"
0,"As great as guys are, girls don't always need a guy to feel great about themselves no matter what anyone says d\u000f"
0,"My best friend won't speak to me because SHE can't cope with me being sick and I don't know what to do anymore=\u0014"
0,"It's strange cause me and my friends were so close at one point, now it feels live everyone has turned against me and I have no one ="""
0,"YearInReview: I discovered that I have anxiety, but have figured out some of my Depression triggers, which I now avoid.            WishForNextYear: tell someone about my mental illnesses "
0,"Im Bi."
0,"You know? what you can fly up my bum and suck on a fart =P<�"
0,"my boyfriends parents found out I'm suicidal and its the scariest thing ever."
0,"Study tips?!"
0,"How many fake smiles must people give before someone realise your pain! \n=\u0014\u000b"
0,"Does anyone notice my secrets cause I feel like no one does....?"
0,"So last year I went out with my boyfriend and his family for the day; I took a sip of drink but it went down the wrong hole so i ended up choking and spat it over them all. Awks. =\u0011=\u0002"
0,"School just puts too much stress on you. And the fact that numbers/percentages prove you future just discuses me. =) "
0,"My anxiety has gotten so bad that I can't even go and ask to go to the bathroom during class without the fear of fainting"
0,"Sucks being single 😞😞"
0,"my life :\n-crying\n-cuts\n"
0,"Why do i look like this. Why am I fat and unattractive. Why am I me.😔"
0,"Lied to the doctors to get a delay pill so I could have this boy round so said I was going on holiday to the Caribbean. Then they decided to check up on my jabs and ended up giving me 2 injections=\u0012=\u0005"
0,"I LOVE YOU "
0,"Loosing someone you love is like loosing yourself😓❤️"
0,"When you see someone savage but then you realise you will never get a chance😓"
7,"Someone help me?😭"
0,"Does he really like me back? "
0,"I could honestly give my life away to the less fortunate "
0,"Just got braces and they're sore as f*ck!!!  =)=*"
0,"I want to cut myself, but I can't because it's nearly summer and I can't go another year of hiding. That shits hard"
0,"secretly wanting more of my mums best friend."
0,"Excited for tomorrow, I hope my expectations are met"
0,"You confuse me so much, do you fancy me or not... If not then please stop staring at me, if you do like me then grow up and do something about it!"
0,"I've been clean of self harm a year on Friday so proud of myself my family and friends have all been so supportive "
0,"I went to bed with a smile last night 😊"
0,"Feeling lol"
0,"This app is the only thing I can trust... "
0,"I'm pathetic. If someone I care about ignores my snapchat or ends the conversation quickly I believe they don't want me around, but loosing them would kill me. It hurts. It's a snapchat for god sake. "
0,"Everyday is a struggle "
0,"I don't think people really understand what people go through emotionally everyday "
0,"Awh that's cute"
0,"Why is being gay so hard 😭"
0,"we will change chuddies but not buddies :) "
0,"I sit here and wait for him to text me "
0,"when a guy says he likes you but when yous meet he's all over other girls=M=M"
0,"I'm 17  and haven't kissed anyone.....😕😞"
0,"It's my birthday, and it don't even feel like it. ="""
0,"So done with people fml  "
0,"Why is it so hard to find a loyal trustworthy girlfriend 😭 you know, that's not straight "
0,"Seeing someone you love fall in love with someone else"
0,"Nadia is an inspiration Xxx"
0,"got accepted into college for next year! honestly so happy about it!! massive achievement 😃\n"
0,"I love watching laura lejeune's videos on metal health, they remind me im not alone"
0,"\nwhen your partner tells you that your mentally unstable to do anything :( feels like I haven't left the house in forever"
0,"There are nights that I feel nothing, that I cry so hard my body shakes and I have to bury my head in my pillow so no one hears me😔"
0,"Love my bf. Oovooing all the time for hours. He cheers me up when I'm sad and I think he might be the one 😍😘❤️💑👫💏"
0,"Some days I feel thin and pretty other days I feel fat and ugly =\u001f"
0,"More and more now, I'm finding myself feeling sad for no reason. I think I'm depressed. It's starting to really grip me."
0,"Why am allways feeling so depressed evan when my bestfriend is allways there for me and so is my boyfriend is it just me =?"
0,"Do I annoy you when I text you to check on you. If yes please just tell me, I'll be upset but I'll get over it and it will work out better for both of us in the end"
0,"I really want to cut 😔but I promised I wouldn't... I miss it... I want to do it 😔"
0,"It's just a lifetime of hurt and pain, physical and emotional, everything seems too much and I'm getting thoughts again, how do people do this 😩thought I was getting better "
